Volume,Radius,X,Y,friends_100,friends_250,friends_500,friends_1000
391,9.97834316899803,16860,8463,2,23,63,173
731,13.6435926881552,17003.9958960328,8932.94254445964,7,34,92,173
2040,22.792141940852,17101.5102941176,8991.825,5,33,90,173
537,11.6938414177958,17316.0335195531,8188.07076350093,9,23,68,173
526,11.5734523849256,17365.5551330798,9067.89733840304,5,15,74,173
904,15.1723996021762,21628.935840708,33945.0862831858,4,21,50,172
4939,35.4641512275339,12372.765742053,13582.9807653371,5,33,91,172
1075,16.5452864018143,12719.616744186,13840.1720930233,4,20,52,172
733,13.6622442248034,17292.4079126876,8169.18008185539,8,21,66,172
489,11.1589796789446,17409.4519427403,9066.79550102249,5,17,68,172
479,11.0442903070151,17469.369519833,8208.65970772443,7,29,59,172
388,9.93998936978549,21022.5695876289,33779.4793814433,4,11,45,171
391,9.97834316899803,21638.9769820972,33719.4245524297,4,17,51,171
523,11.5404010493266,13358.8145315488,12903.3384321224,7,35,98,171
644,12.8059850601931,17404.2142857143,8194.09472049689,9,27,63,171
983,15.8214694164269,17510.1180061038,8219.73041709054,2,27,58,171
542,11.7481558829159,21137.852398524,33566.8505535055,5,16,50,170
725,13.5874844613195,21415.6937931034,33807.7089655172,3,13,69,170
381,9.84991641126052,21581.9107611549,33612.2834645669,5,23,54,170
618,12.5448159703228,24389.9708737864,30685.0275080906,5,23,61,170
544,11.7698114881754,24442.6819852941,30687.71875,6,21,64,170
820,14.4503039876871,12240.9231707317,13414.85,8,28,69,170
820,14.4503039876871,13430.3682926829,13033.2707317073,8,39,102,170
1129,16.9557509182342,16944.0372010629,8906.89371124889,10,33,86,170
751,13.8289760871592,21465.5246338216,33453.3262316911,6,23,46,169
2280,24.0955853300814,21517.1394736842,33928.5877192982,4,23,54,169
415,10.2800234539138,21668.1012048193,33909.9903614458,4,20,52,169
408,10.1929557465138,24281.9362745098,30502.6911764706,5,16,61,169
689,13.2458449811443,24291.7227866473,30529.5137880987,4,16,61,169
870,14.8843434784312,24322.591954023,30528.4482758621,7,18,60,169
588,12.2365424226313,12478.1054421769,13722.712585034,4,25,85,169
