Volume,Radius,X,Y,friends_100,friends_250,friends_500,friends_1000
1497,19.5245465938062,26876.5991983968,41183.1469605878,1,1,3,4
815,14.4061808190732,26971.0282208589,40668.573006135,1,1,2,4
898,15.1219648933079,27077.7683741648,41030.6169265033,1,2,4,4
771,14.0119070007677,27159.4604409857,34134.0259403372,1,1,2,2
20032,71.4220337992902,27301.6365814696,33913.0622503994,1,1,2,2
4351,33.2862291620505,27290.6205470007,41081.0507929212,1,2,3,4
731,13.6435926881552,27965.0410396717,59372.633378933,2,3,4,8
1008,16.0213948274989,27981.2242063492,59332.9236111111,2,3,4,8
3611,30.3238124121578,28018.3331487123,59479.1692052063,1,3,5,8
3757,30.9307645219772,28202.5139739154,6757.56268299175,1,2,2,2
3672,30.5788672395415,28214.9430827887,6666.50735294118,1,2,2,2
6117,39.4674708972972,28244.2224946869,29782.667320582,1,1,1,1
1910,22.0539680350007,28349.1471204188,59091.2623036649,1,2,3,8
5156,36.2348536430175,28372.4487975175,59351.2695888286,1,2,7,8
12562,56.5587043008644,28391.8031364432,31274.601018946,1,1,1,1
1053,16.375110629282,28359.7777777778,59650.4245014245,1,1,4,8
2087,23.0532033776752,28405.0896023,59183.1207474844,1,3,3,8
12511,56.4437772374982,28588.9984014068,25827.1180561106,1,1,1,1
2294,24.1694497894448,28626.1290322581,59790.5239755885,1,1,2,8
5040,35.8249279286511,28662.3373015873,42718.9267857143,1,1,2,4
984,15.8295149137262,28918.8516260163,42603.0924796748,1,1,2,4
3918,31.5865557991762,29185.7526799387,42960.5918836141,1,2,2,4
7713,44.3181601796426,29269.1059250616,43016.7509399715,1,2,2,4
8112,45.4500147126305,29679.2556706114,57080.0867850099,1,2,2,2
6573,40.9121095216177,29763.6082458543,56990.3407880724,1,2,2,2
2469,25.0744030275942,30628.3025516403,37839.8027541515,2,4,4,4
1214,17.5824503827452,30662.6705107084,37898.7380560132,3,3,4,4
3091,28.0555999143714,30720.2154642511,37841.7402135231,2,4,4,4
1740,21.049640414217,30794.8189655172,37720.6051724138,1,3,4,4
6424,40.4457434976258,31769.6354296389,29873.5750311332,1,1,1,1
1718,20.9161446631783,32996.8306169965,57689.9004656577,1,1,3,4
732,13.6529216415106,33231.2609289617,57539.4863387978,1,2,4,4
6261,39.929319527352,33341.4275674812,7720.92173774158,1,2,2,2
5942,38.8988158555407,33360.0249074386,57515.7463816897,1,3,4,4
3499,29.8498414301595,33408.1203200915,7888.19577022006,1,2,2,2
9787,49.9223305231698,33439.3007050169,57360.1202615715,1,2,3,4
5426,37.1714884548171,34419.8588278658,42168.4052709178,1,1,5,6
5158,36.2418806679344,34429.1880573866,42416.1894145017,1,1,6,6
2662,26.0359891998941,34602.3722764838,32565.6164537941,1,1,1,7
976,15.765035969902,34646.0030737705,42558.3237704918,2,4,5,6
847,14.686278591874,34665.678866588,42504.9929161747,2,4,6,6
505,11.3400702827739,34699.3148514851,33089.5227722772,1,1,1,6
536,11.6829482236125,34702.5,42379,2,4,6,6
565,11.9948350782774,34721,42361,2,4,6,6
5373,36.9895014128659,35057.1351200447,25855.0655127489,1,2,5,9
10431,51.5386489755649,35094.7373214457,32422.6552583645,1,3,5,9
5958,38.9511519920325,35149.6926821081,25787.5760322256,1,2,5,9
8363,46.1478110263535,35211.9921080952,32165.5975128542,1,2,4,8
10374,51.3976400957915,35217.4749373434,32479.1804511278,1,3,6,9
10760,52.3451191637775,35245.3985130112,32292.3858736059,1,4,5,8
2275,24.0691502312504,35373.1151648352,25741.0725274725,2,3,6,9
2869,27.0293331543536,35408.997211572,25878.3785291042,1,3,6,10
2426,24.8550966022162,35416.3771640561,32660.6591096455,1,2,6,9
3653,30.4996526436533,35433.0635094443,25709.2822337805,2,3,6,9
14116,59.9550655299142,35544.0114054973,26386.6666902805,1,2,3,9
4261,32.9401690952446,35541.0316827036,32915.758976766,1,2,3,8
1423,19.0358602230534,35532.0660576247,32777.5397048489,1,3,4,7
6065,39.2993583632577,35598.0341302556,26671.2346248969,1,1,3,4
926,15.3559097315969,35647,26347.8196544276,1,2,3,9
14170,60.0696335079502,35787.023288638,25752.7634438956,1,1,5,9
1165,17.2239604598737,35768.0429184549,25365.2755364807,1,1,2,7
1750,21.1100412282238,36505.3171428571,33704.9965714286,1,2,2,2
8769,47.2547089035212,36577.2661648991,33626.7659938419,1,2,2,2
5359,36.9412796752785,38292.4303041612,25927.3151707408,1,1,1,1
1164,17.216566615163,38492.9166666667,24356.7534364261,1,1,1,3
7506,43.7194145038154,38949.0443645084,24040.5555555556,1,2,2,3
1174,17.2903627811511,39030.1925042589,23974.2367972743,1,2,2,3
1797,21.3916407126199,39810.1480244853,21226.2504173623,1,2,2,2
7164,42.7117971958163,39898.4470965941,21296.4498883305,1,2,2,2
1,0.504626504404032,55482,44953,1,1,1,1
1,0.504626504404032,55482,45969,1,2,6,6
1,0.504626504404032,55482,46105,1,5,6,6
1,0.504626504404032,55482,46241,3,5,6,6
1,0.504626504404032,55482,46289,4,5,6,6
1,0.504626504404032,55482,46313,4,5,6,7
1,0.504626504404032,55482,46353,3,4,6,7
1,0.504626504404032,55482,47179,1,2,2,5
1,0.504626504404032,55482,47371,1,2,2,6
1,0.504626504404032,55482,48051,2,4,6,8
1,0.504626504404032,55482,48075,3,4,6,7
1,0.504626504404032,55482,48139,3,5,6,7
1,0.504626504404032,55482,48195,2,6,6,8
1,0.504626504404032,55482,48315,2,4,6,7
1,0.504626504404032,55482,48379,2,3,6,7
1,0.504626504404032,55482,49065,1,1,2,5
1,0.504626504404032,55482,49425,1,1,2,2
1,0.504626504404032,55482,51267,1,3,3,4
1,0.504626504404032,55482,51387,2,3,3,5
1,0.504626504404032,55482,51459,2,3,3,6
1,0.504626504404032,55482,52083,2,3,7,10
1,0.504626504404032,55482,52163,2,4,7,9
1,0.504626504404032,55482,52275,2,7,7,8
1,0.504626504404032,55482,52347,4,6,7,7
1,0.504626504404032,55482,52403,4,5,7,7
1,0.504626504404032,55482,52427,4,5,7,7
1,0.504626504404032,55482,52467,3,5,7,7
2146,23.3767921794315,528.662162162162,44862.6230195713,1,1,1,6
7598,43.9865298947252,763.858252171624,30470.9702553304,1,1,1,1
5778,38.3582535824554,761.268085842852,44461.5789200415,1,1,1,5
10093,50.6967587228454,912.582879223224,6577.78410779748,1,1,2,2
5485,37.3730354744497,1022.53600729262,44852.7197812215,1,1,4,9
5580,37.6952958858853,1093.71021505376,6428.79928315412,1,1,2,2
3900,31.5139150994196,1143.02358974359,45200.2979487179,1,3,5,9
6237,39.852716445716,1206.9924643258,45108.418310085,1,4,5,9
2359,24.509476069595,1236.6765578635,31268.2153454854,1,1,1,1
5683,38.041609673435,1313.79816998064,45156.0337849727,2,4,5,8
5832,38.5370809088999,1392.48834019204,45122.4828532236,2,3,6,8
6714,41.3485920034815,1733.99463806971,44957.519064641,1,2,3,8
6030,39.1857996084118,1752.34941956882,44345.4192371476,1,1,1,4
5841,38.5668048476876,1785.33350453689,45083.2237630543,1,2,3,8
6099,39.4093592521872,2165.5207411051,36419.2538121003,1,2,2,3
6418,40.4268509733575,2371.42287316921,36447.8957619196,1,2,3,3
3557,30.0962225557394,2544.51391622154,32524.1998875457,1,2,2,2
5606,37.7830144053788,2616.16000713521,36786.3933285765,1,1,2,3
8836,47.434891413979,2642.38173381621,32717.7791987325,1,2,2,2
3167,28.3984141746551,3188.6204610041,5751.24029049574,1,1,1,1
5180,36.3190882091722,3871.69980694981,36650.3683397683,1,2,2,2
9264,48.5701372088376,3942.34747409326,36762.183074266,1,2,2,2
4780,34.88863718701,4337.68535564854,39480.8684100418,1,1,1,2
4424,33.5643017085366,4679.00045207957,4548.25813743219,1,1,2,2
2429,24.8704598033961,4742.49567723343,29335.4042815974,1,1,1,1
1695,20.7756637839858,4792.6796460177,4927.87374631268,1,1,2,2
4602,34.2328742143315,4909.09908735332,39664.0647544546,1,1,1,2
2791,26.6593757217075,5244.17413113579,3606.23504120387,1,1,1,1
1,0.504626504404032,5282,6537,1,1,1,1
1,0.504626504404032,5282,7553,1,1,4,4
1,0.504626504404032,5282,7825,2,3,4,4
1,0.504626504404032,5282,7873,3,3,4,4
1,0.504626504404032,5282,7937,2,3,4,5
1,0.504626504404032,5282,8763,1,2,2,4
1,0.504626504404032,5282,8955,1,2,2,6
1,0.504626504404032,5282,9635,2,4,6,8
1,0.504626504404032,5282,9659,3,4,6,7
1,0.504626504404032,5282,9723,3,5,6,7
1,0.504626504404032,5282,9779,2,6,6,8
1,0.504626504404032,5282,9899,2,4,6,7
1,0.504626504404032,5282,9963,2,3,6,7
1,0.504626504404032,5282,10649,1,1,2,5
1,0.504626504404032,5282,11009,1,1,2,2
1,0.504626504404032,5282,12851,1,1,1,1
1,0.504626504404032,5282,13747,1,3,6,6
1,0.504626504404032,5282,13859,2,5,6,6
1,0.504626504404032,5282,13931,3,6,6,6
1,0.504626504404032,5282,13987,3,5,6,6
1,0.504626504404032,5282,14051,3,5,6,6
1,0.504626504404032,5282,14123,2,4,6,6
8912,47.6384525833486,6091.96588868941,34828.2848967684,1,1,1,3
2287,24.1325458201546,6533.75251421076,35338.4687363358,1,1,1,5
5370,36.9791734770474,6585.52960893855,34625.1372439479,1,1,1,5
1582,20.0711980697268,7007.91656131479,637.826169405815,1,1,1,1
2637,25.9134431500973,7036.65642775882,35135.1554797118,1,1,2,4
6775,41.5360034562323,7060.64014760148,34856.3483394834,1,1,2,4
2431,24.8806966673009,7891.09543397779,35658.1986836693,1,1,1,1
5219,36.4555542653594,8830.23433607971,28703.0603563901,1,1,1,1
2440,24.926710529686,9664.07172131147,17967.0258196721,1,1,1,1
872,14.9014420980592,10372.5802752294,49284.2190366972,1,1,1,1
1712,20.879588600289,11390.2535046729,49516.2073598131,1,1,1,1
4412,33.5187495929414,12315.023118767,17992.3030371714,1,2,3,4
8273,45.8988251561933,12334.7082074217,17904.7419315847,1,3,4,4
8497,46.5160540278616,12341.7728610098,17757.6286924797,1,2,4,4
4066,32.1776070859633,12410.610181997,17516.2936546975,1,1,3,4
2148,23.3876828355916,14400.7313780261,30155.147113594,1,1,1,1
4432,33.5946354713554,15386.6277075812,32891.922833935,1,1,1,1
3665,30.5497068118644,16768.7457025921,35690.6592087312,1,1,1,1
1078,16.568356763569,27255.5306122449,34609.6224489796,1,1,2,2
3377,29.3248356945803,27347.5146579805,34379.9541012733,1,1,2,2
10989,52.8992048278511,27764.6674856675,27599.7770497771,1,2,2,2
6247,39.884652276184,27926.2980630703,27638.5850808388,1,2,2,2
1356,18.5823185994691,28974.2411504425,22834.790560472,1,1,2,4
6956,42.0871815952976,29347.0842438183,23132.8168487637,1,2,3,4
13819,59.320986621423,29368.8458643896,22938.3810695419,1,2,4,4
4078,32.2250550455077,29441.4382050025,22730.2599313389,1,1,3,4
